cod_cli;razao;endereco;uf;Cidade;Bairro;CEP;Telefone;cnpj;Insc;cod_canal;hierarquia
5162550;B & M Com Comb Lubrif Ltda ME;Av Miguel Sutil 5527, Quadra 12;MT;Cuiaba;Araes;78005-625;66 96282901;37488012000389;135694167;5534708;L6 BRNC BK CO Agil Trd e Cnv
5162551;G O De Almeida EIRELI EPP;R Mario Sales Rodrigues 15, Qd 132;MT;Varzea Grande;Canelas;78110-001;65 93489292;24652548000184;136283195;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5165246;Edileide Alves De Oliveira ME;Avenida Dois Mil SN, LT 1 QD 4;MT;Colniza;Centro;78335-000;66 35711757;5641185000137;132206986;5534708;L6 BRNC BK CO Agil Trd e Cnv
5166174;E Oliveira Santos EIRELI ME;Rua Tapajos 820, Esq Rua Ti;PA;Novo Progresso;Bela Vista;68193-000;93 35280921;24152425000184;155145657;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5166177;Carlos Antonio Procopio EIRELI ME;Avenida 04 De Julho SN, Esq C R Tr;MT;Castanheira;Centro;78345-000;66 35811161;23504807000167;136098118;5534707;L6 BRNC BK CO Agil AS 5
5166180;N V Rossetto Mercearia ME;Ave Dr Isaias Antunes SN, Dr Isaias;PA;Novo Progresso;Santa Luzia;68193-000;93 81198610;20398994000153;154518140;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5167743;R A Shimada EIRELI;RUA PLANALTO SN;PA;Novo Progresso;JARDIM PLANALTO;68193-000;93 81272695;21302035000155;154666459;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5168782;Lucia Teixeira Pereira;AV DEZ DE JANEIRO SN, CASA CENTR;MT;Aripuana;CONSELVAN;78325-000;66 36031238;24348239000115;136182950;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5169969;Cristian Gaboardi & Cia Ltda ME;Avenida Rio Grande Do Sul 252 E;MT;Lucas Do Rio Verde;Centro;78455-000;65 35495742;13337850000121;134165799;5534708;L6 BRNC BK CO Agil Trd e Cnv
5169975;Antonio Dantas Da Costa ME;Rua Lauro Leite 202;MT;Peixoto De Azevedo;Centro;78530-000;66 3572244;15349566000109;133038882;5534707;L6 BRNC BK CO Agil AS 5
5175640;Kozera Com A Bebidas EIRELI ME;Av Luiz Carlos Tessele Junio 849, N;MT;Lucas Do Rio Verde;Tessele Junior;78455-000;65 35491904;22534591000110;135826128;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5175641;Panif Confeitaria Sabores Ltda EPP;Avenida Airton Senna SN;MT;Novo Mundo;Centro;78528-000;66 92397818;24227991000108;136174400;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5175944;Mercado Bom Preco Ltda EPP;Rua Capanema 580;MT;Gaucha Do Norte;Centro;78875-000;66 35821232;14764081000100;134413296;5534707;L6 BRNC BK CO Agil AS 5
5177116;Joana Fernandes ME;R Neroveu De Souza SN;MT;Paranatinga;Jardim Flamboyan;78870-000;66 35732142;22753337000102;135837090;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5179428;J F De Oliveira Neto Comercio ME;Av Goiania 2300;MT;Rondonopolis;Nucleo Hab Sao Jose II;78715-435;66 99889051;24728568000191;136283632;5534708;L6 BRNC BK CO Agil Trd e Cnv
5179441;Comercio Var Alim Napoles EIRELI ME;Rua Canario SN, Q02 L22;MT;Varzea Grande;Santa Isabel;78110-001;65 36850550;24424446000101;136340466;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5180387;Supermercado Paulista Ltda EPP;Al E 1135;MT;Cuiaba;Jardim Industriario I;78098-684;65 30291029;7114891000237;136061060;5534707;L6 BRNC BK CO Agil AS 5
5180528;Spo Farmacia Ltda;Av Luiz Carlos Te 811 N, Sl1Lt21Q33;MT;Lucas Do Rio Verde;Tessele Junior;78455-000;65 35496865;11207258000180;133784312;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5181089;F S Lindoso ME;Avenida Santo Anton 302, Br 163- Km;PA;Altamira;Castelo Dos Sonhos;68379-971;93 35022331;11350775000103;152932763;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5181091;Castanha & Castanha Ltda EPP;Avenida Principal SN, Principal;PA;Altamira;Castelo Dos Sonhos;68379-971;93 35281115;10994061000256;155065718;5534713;L6 BRNC BK CO Agil Atj
5181109;C Castro De Souza ME;Av Orival Prazeres SN;PA;Novo Progresso;Vista Alegre;68193-000;93 35281655;15374865000195;153685433;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5181821;Natural Lanches Ltda ME;Avenida Amazonas 553 S, Sala 1;MT;Lucas Do Rio Verde;Centro;78455-000;65 35495820;10672758000120;133688917;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5185036;L Do C N Alvarado ME;Avenida Rio Arinos 584, W;MT;Juara;Centro;78575-000;66 35561415;17934213000193;134840852;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5185071;N F Malacarne EIRELI ME;Rua Pres Eurico Ga 1098, LotPirineu;MT;Varzea Grande;Centro Sul;78110-001;65 36850324;24589371000119;136246940;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5185936;Rosemare Salete Verza ME;Rodovia Br163 Km 715 SN;MT;Sorriso;Primavera;78890-000;65 35496168;22896631000173;135902827;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5187170;Restaurante O Estradeiro Ltda;Rodovia Br 163 SN, Km 119;MT;Rondonopolis;Distrito Industrial;78700-001;66 981193705;15593743000351;134724275;5534716;L6 BRNC BK CO Agil Trd e Dms
5189818;L C H De Araujo ME;Rua Dos Cedros 2424, Lws02;MT;Nova Mutum;Jardim Primavera;78450-000;66 35443049;15609934000100;134584171;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5189861;N Barros De Almeida EIRELI EPP;Av Republica Do Lib 1980, Qd 6 Lt 4;MT;Cuiaba;Despraiado;78000-001;65 981250017;24756200000137;136349242;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5192664;Hits Amazonia Hotel Ltda Me;Avenida Presidente Tancredo De 1515;MT;Aripuana;Leuca;78325-000;66 35651741;13441881000209;135270626;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5193799;Reginaldo Mariano Abreu;AV Flory Fraga Bueno 146;MT;Alto Araguaia;Cohab I;78780-000;66 9996594706;21823772000101;135677769;5534716;L6 BRNC BK CO Agil Trd e Dms
5194587;Cazarim & Comar Ltda ME;R Jesusalem 37;MT;Sinop;Loteamento Bom Jardim;78559-006;66 35312788;21947405000101;135705681;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5198780;Gerci Valtrick ME;Rua Jose De Mesquita 1639;MT;Claudia;CENTRO;78540-000;66 999685751;18707124000177;135096642;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5199641;Railde Costa Silva;Rod Principal SN;MT;Peixoto De Azevedo;Uniao Do Norte;78530-000;66 996126119;15466110000110;134531710;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5200195;L A Siquieri Supermercado ME;Avenida Pau Brasil 803;MT;Guaranta Do Norte;Cidade Nova;78520-000;66 35521815;24410596000166;136191550;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5200466;Sonia H Almeida;R Sao Carlos 534;MT;Feliz Natal;CENTRO;78885-000;66 999534557;24895412000103;136320635;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5200967;Paraiso Bar Conveniencia EIRELI ME;Avenida Natalino Joao 1375, Sala 01;MT;Sorriso;Centro;78890-000;66 999029835;24021510000103;136118607;5534708;L6 BRNC BK CO Agil Trd e Cnv
5201226;A L Cabral Botelho ME;R Antonio De Padua Gom 1082, Frente;PA;Itaituba;Comercio;68180-120;93 91255055;22303476000134;154838195;5534713;L6 BRNC BK CO Agil Atj
5202756;Supermercado Ouro Verde EIRELI;Av Principal SN;MT;Peixoto De Azevedo;Uniao Do Norte;78530-000;66 35951330;24797593000127;136297153;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5202765;Maria Neuda Rodrigues;Rua 06 608;MT;Matupa;ZC1-001;78525-000;66 99015962;20707383000140;136250270;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5203262;Cotriguacu Alimentos E Com EIRELI;Avenida Tamburelo 236;MT;Cotriguacu;Jardim Botanico;78330-000;66 35551835;24602606000165;136249817;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5203659;Frio Fest Servicos E Dist De Bebida;Rua Curitiba SN, Q-55-L-01;MT;Guaranta Do Norte;Jardim Vitoria;78520-000;66 999779845;22095223000112;135730198;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5203833;Padaria Pao Doce Pao EIRELI;Av Joao Ponce De A 2495, Qd II Lt1B;MT;Rondonopolis;Centro;78700-260;65 34234422;24504020000168;136225772;5534716;L6 BRNC BK CO Agil Trd e Dms
5206772;M N L Da Costa ME;R Antenor Romualdo Pereira SN;MT;Alto Araguaia;Nossa Senhora Aparecida;78780-000;66 96087389;13022614000116;135798035;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5206908;Brazica E Zauza Ltda ME;Avenida Ayrton Senn 340, Anexo Post;MT;Juara;Centro;78575-000;66 996894195;25027787000106;136361587;5534708;L6 BRNC BK CO Agil Trd e Cnv
5207490;Jocelito Leitner ME;Avenida 04 De Julho 619;MT;Castanheira;Centro;78345-000;66 35811325;6001983000167;132452812;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5207495;Furlan Picinin & Cia Ltda ME;Avenida Mato Grosso 526, Sala;MT;Sao Jose Do Rio Claro;Centro;78435-000;66 33861215;172053000190;131561456;5534716;L6 BRNC BK CO Agil Trd e Dms
5208405;Mega P Farm Drogaria EIRELI ME;Av Ayrton Senna 112;MT;Novo Mundo;Centro;78528-000;66 35396013;21729258000101;135668611;5534711;L6 BRNC BK CO Agil Far C
5208890;Sebastiao N Rodrigues;R Vereadora Maria Da Gloria Fav 802;MT;Alto Araguaia;Aeroporto;78780-000;66 996033509;20546618000169;135473624;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5209124;Ceu Azul Panif Confeitaria Ltda ME;R das Primaveras 5666;MT;Sinop;Jardim Primavera;78550-412;66 35313036;21611138000105;135737672;5534716;L6 BRNC BK CO Agil Trd e Dms
5210082;J dos Santos Santana Comercio ME;R Vinte e Um SN, Qd54 Lt11;MT;Cuiaba;Jardim Florianopolis;78055-848;65 36424322;19423981000108;135292263;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5211426;Terra Rica Supermercado Ltda ME;Rua Jose Severino De Moura 117;MT;Marcelandia;Centro;78535-000;66 35361150;25321214000190;136419658;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5211479;Mercado Amorim EIRELI ME;Av Amazonas SN;MT;Alta Floresta;Cidade Bela;78580-000;66 35218509;24074517000193;136122515;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5211844;Joao Da Costa Aguiar;Rua 14 De Fevereiro 1258, Casa;MT;Pontes E Lacerda;Centro;78250-000;65 996093964;14003665000163;134304080;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5212041;Auto Posto Canela Ltda;Avenida Rio Grande Do Sul 50, E;MT;Lucas Do Rio Verde;Centro;78455-000;65 36346067;8603562000565;133893995;5534708;L6 BRNC BK CO Agil Trd e Cnv
5215190;Erika Herculana Silva Hungria ME;Avenida Rio Grande 2183, S Sala 01;MT;Lucas Do Rio Verde;Menino Jesus;78455-000;66 35496021;25390416000194;136434479;5534716;L6 BRNC BK CO Agil Trd e Dms
5215526;Roberto Venicios Petri ME;Avenida Curitiba 125, Q.22 L.14;MT;Uniao Do Sul;Centro;78543-000;66 35401118;10447135000153;133633586;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5217254;Auto Posto Matupa Ltda;Avenida B Oeste SN, Qd 4 Lt 9;MT;Matupa;Industrial;78525-000;66 35951525;33059742000141;130792152;5534708;L6 BRNC BK CO Agil Trd e Cnv
5219686;Schneider & Schneider Junior Ltda M;Avenida Do Comercio 642;MT;Santa Carmem;Centro;78545-000;66 35327083;24967999000100;136348343;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5222250;Mercado Bom Preco EIRELI;Av Carlos Addor De Souza 1;MT;Cuiaba;Sao Joao Del Rey;78093-000;65 36230989;25174929000168;136392369;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5223304;Jhorbson P Cavalcante 89217845191;Av Mato Grosso 439, N;MT;Juina;Eixo Comercial;78320-000;66 999617131;26035290000100;136464645;5534716;L6 BRNC BK CO Agil Trd e Dms
5223360;Erivan Pessoa De Assis;R Prof Odelio Barbosa Da Silva 1258;MT;Mirassol D Oeste;Centro;78280-000;65 3241226;21863660000176;135686601;5534708;L6 BRNC BK CO Agil Trd e Cnv
5223361;Gleice M B Tavares ME;Av Boa Vista 2933;MT;Lambari D Oeste;Centro;78278-000;65 33281122;5164291000258;135933218;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5226806;Jose Marcos Da Silva;R Padre Anchieta 4139;MT;Mirassol D Oeste;Cidade Tamandare;78280-000;65 996106719;24625754000103;136252664;5534716;L6 BRNC BK CO Agil Trd e Dms
5226808;M Dalva De Oliveira ME;R Mariana Madalena Marques 1362;MT;Mirassol D Oeste;Mirassol II;78280-000;65 32412576;9113761000124;ISENTO;5534716;L6 BRNC BK CO Agil Trd e Dms
5226941;Sabrina Altissimo EIRELI;Av Dos Imigrantes 1055;MT;Sorriso;Jardim Aurora;78890-000;66 35441139;24390904000139;136202071;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5227636;Ideal Com De Produtos Alim Ltda ME;Rua Germano Greves 668;MT;Mirassol D Oeste;Centro;78280-000;65 32511240;14186642000131;134331311;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5227639;Paulo Cesar De Paula;R Valdeci Agripino De Souza 1140;MT;Mirassol D Oeste;Cidade Tamandare;78280-000;65 999537404;23577890000102;136004555;5534716;L6 BRNC BK CO Agil Trd e Dms
5230363;Silva C & Souza Da Silva Ltda ME;Avenida Getulio Lino De Souza 499;MT;Nortelandia;Da Ponte;78430-000;65 33461161;24963775000120;136340300;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5230422;Supermercado Unimercado Ltda ME;Av Newtton Rabelo De Castro 47;MT;Cuiaba;Pedra 90;78099-005;65 36671027;26185444000132;136490603;5534707;L6 BRNC BK CO Agil AS 5
5232351;Tropical Supermercados Ltda;R Anel Viario SN, Lt2 QdAg22;MT;Rondonopolis;Area Rural De Rondonopolis;78750-899;66 30220990;23014826000105;135881110;5534713;L6 BRNC BK CO Agil Atj
5233402;Tropical Supermercados Ltda;R Jacui 1165, Loja A;MT;Rondonopolis;Jardim Iguassu;78730-306;66 999976236;23014826000296;135955653;5534707;L6 BRNC BK CO Agil AS 5
5233407;Tropical Supermercados Ltda;R Rubem Braga 169, Loja A;MT;Rondonopolis;Jardim Atlantico;78735-631;66 34231786;23014826000610;135955696;5534707;L6 BRNC BK CO Agil AS 5
5233903;Tropical Supermercados Ltda;R Jose Barriga 275, Loja A;MT;Rondonopolis;Centro;78700-400;66 34242478;23014826000458;135955670;5534707;L6 BRNC BK CO Agil AS 5
5234044;Tropical Supermercados Ltda;Rua Ana Maria Esperanca 749, Loja B;MT;Rondonopolis;Jardim Tropical;78700-001;66 981360033;23014826000962;136500820;5534707;L6 BRNC BK CO Agil AS 5
5234339;Tropical Supermercados Ltda;R Pres Castelo Branco 518, Loja B;MT;Rondonopolis;Vila Operaria;78720-630;66 34225748;23014826000709;135955750;5534707;L6 BRNC BK CO Agil AS 5
5234400;Tropical Supermercados Ltda;R Br Do Rio Branco 4272, Loja B;MT;Rondonopolis;Jardim Monte Libano;78710-265;66 30548531;23014826000377;135955718;5534707;L6 BRNC BK CO Agil AS 5
5234401;Tropical Supermercados Ltda;R Gal Mascarenhas De M 2735, Loja B;MT;Rondonopolis;Jardim Belo Horizonte;78705-529;66 32157641;23014826000539;135955734;5534707;L6 BRNC BK CO Agil AS 5
5234403;Tropical Supermercados Ltda;Av Ludovico Vieira Cama 551, Loja B;MT;Rondonopolis;Jardim Primavera;78700-001;66 34212795;23014826000881;135956196;5534707;L6 BRNC BK CO Agil AS 5
5235620;Fenix Comercio De Alimentos Ltda;Av Germano Antonio De M 637, Loja A;MT;Jaciara;Santo Antonio;78820-000;66 34611399;1835680000207;136340083;5534707;L6 BRNC BK CO Agil AS 5
5235621;Fenix Comercio De Alimentos Ltda;Av JK 1627, Loja A;MT;Juscimeira;Centro;78810-000;66 30416657;1835680000398;136340067;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5236047;CSB Com De Combustiveis Ltda EPP;Av Ulisses Pompeu De Campos SN;MT;Varzea Grande;Centro Norte;78110-001;65 36864337;17354460000110;136455816;5534716;L6 BRNC BK CO Agil Trd e Dms
5237293;D H Testa Andrade ME;Avenida Jose Pereira Da Sil 1132, A;MT;Vila Bela Da Santissima Trindade;Jardim Aeroporto;78245-000;65 92817319;21977808000101;136062962;5534708;L6 BRNC BK CO Agil Trd e Cnv
5244599;Wagner Martins Candia;R Herval D'Oeste 74;MT;Uniao Do Sul;Sao Luiz;78543-000;66 992187773;25002141000174;136342647;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5244837;Sorveteria Xeibom Ltda ME;Rua Jose S De Moura 1190;MT;Marcelandia;Centro;78535-000;66 35361172;26538207000108;131187880;5534716;L6 BRNC BK CO Agil Trd e Dms
5244838;Claudete A Machado;Etr Ar 2 SN, Casa Km 75;MT;Aripuana;Rural;78325-000;66 35531128;24384991000111;136193897;5534716;L6 BRNC BK CO Agil Trd e Dms
5257119;M Machry Da Silva ME;Av Angelo Antonio Dall Alba 186, S;MT;Lucas Do Rio Verde;Jd Das Palmeiras;78455-000;65 996228888;23305413000180;135942748;5534716;L6 BRNC BK CO Agil Trd e Dms
5257153;Silmara Batista Silva;Rua Fortalezas SN;MT;Porto Dos Gauchos;Gleba Sao Joao;78560-000;66 999396669;17751510000101;134792416;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5257160;Auto Posto Pinheirinho Ltda;Av Das Samambaias 967, W;MT;Lucas Do Rio Verde;Bandeirantes II;78455-000;65 935482700;20125460000153;135439396;5534708;L6 BRNC BK CO Agil Trd e Cnv
5257161;Graziane Martinello ME;Av Rio Grande Do Sul 128, S Sl2;MT;Lucas Do Rio Verde;Centro;78455-000;65 35495820;11614917000100;133842592;5534708;L6 BRNC BK CO Agil Trd e Cnv
5257187;Auto Posto Canela Ltda;Av Natalino Joao Brescansin 2049;MT;Sorriso;Centro;78890-000;66 36346067;8603562000131;134478886;5534708;L6 BRNC BK CO Agil Trd e Cnv
5257191;S Da Silva Santos;Av Brasil 1721, An Hotel;MT;Vera;Centro;78880-000;66 999132241;24418578000120;136198635;5534716;L6 BRNC BK CO Agil Trd e Dms
5257197;Edina Paula Klein Gomes ME;Av Vitoria Regia 249, W;MT;Lucas Do Rio Verde;Bandeirantes;78455-000;65 996014358;18159270000105;134889258;5534716;L6 BRNC BK CO Agil Trd e Dms
5257280;Celia David Guerra;Av Parana SN;MT;Porto Dos Gauchos;Novo Parana;78560-000;66 996764963;21998675000141;135710464;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5257662;Marcia Almeida Braga;R Hibisco 826;MT;Feliz Natal;Bela Vista;78885-000;66 35851053;13531039000187;134212657;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5257663;P Mendonca ME;R Santana 1027, Santana;PA;Novo Progresso;Bela Vista;68193-000;93 35281786;7066564000176;152574620;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5257664;A Miranda Minimercado ME;R Iriri 1015, Iriri;PA;Novo Progresso;Bela Vista;68193-000;93 35282848;18323001000132;154137421;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5257665;D P Aguiar Dos Santos Farmacia ME;Tv Treze De Maio SN;PA;Itaituba;Bela Vista;68180-635;93 35184348;21610311000142;154721174;5534711;L6 BRNC BK CO Agil Far C
5259212;M A B Omais ME;Av Fernando Correa D 4413, Sala 1 A;MT;Cuiaba;Chacara Dos Pinheiros;78080-000;65 33226576;22338093000100;135788188;5534708;L6 BRNC BK CO Agil Trd e Cnv
5259257;Conveniencia Real Ltda;Avenida Brasil 53, Predio;MT;Peixoto De Azevedo;Centro;78530-000;66 35751004;11353768000165;133806375;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5259603;Eduardo Hoffmann & Cia Ltda ME;Av Mato Grosso 597, E;MT;Lucas Do Rio Verde;Centro;78455-000;66 35471006;19837556000165;135507499;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5260123;E Fresneda Dos Santos Hotel;Av Das Safiras 899;PA;Itaituba;Moraes Almeida;68189-000;93 35412066;17127452000131;153902353;5534716;L6 BRNC BK CO Agil Trd e Dms
5261741;Maria Elza Silva Ferreira;Av Bandeirantes 660;MT;Paranatinga;Vila Concordia;78870-000;66 36733432;19600714000169;135285313;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5263589;Euclenia V De Carvalho ME;Av Um 1;MT;Sao Jose Do Xingu;Santo Antonio Do Fontoura;78663-000;66 35691151;21990284000180;135710855;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5263591;Jose Antonio S Nunes;Rua Nove SN;MT;Sao Jose Do Xingu;Santo Antonio Do Fontoura;78663-000;66 35081147;22438216000176;135785820;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5263615;I B De Sousa Silva ME;Av Juranes Pereira Sales 135, Casa;MT;Sao Jose Do Xingu;Centro;78663-000;66 25681211;2546765000157;131816870;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5263618;Aroldo B Carvalho ME;Av Juranes Pereira Sales 95;MT;Sao Jose Do Xingu;Centro;78663-000;66 35681185;25140942000104;136410332;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5263622;Ana Maria Pereira Nunes ME;Av Um SN, Qd38 Loja;MT;Sao Jose Do Xingu;Santo Antonio Da Fontoura;78663-000;66 35081205;15301171000128;134501802;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5264938;Com De Alim Santa Helena Ltda EPP;Av Das Palmeiras 01, Qd 17 Lt 1;MT;Cuiaba;Jardim Imperial;78075-850;65 30286002;13617688000103;134226534;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5265019;Maria A F S Guimaraes;Rua A SN, Qd 1A Lt11;MT;Barra Do Garcas;Jd Araguaia Coohab;78600-000;66 992245546;26214022000148;136514413;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5266378;Panda Festa Prods Aliment Ltda ME;Av Dos Tarumas 518;MT;Sinop;Setor Residencial Sul;78550-001;66 35321170;21734027000188;135701953;5534708;L6 BRNC BK CO Agil Trd e Cnv
5266388;M Goncalves Restaurante ME;R Joao Malonyai Filho 75;MT;Tabapora;Centro;78563-000;66 35571304;24987571000120;136340440;5534716;L6 BRNC BK CO Agil Trd e Dms
5266697;Gomes Com Prod Alim EIRELI ME;Rua 8 SN;MT;Sao Jose Do Xingu;Santo Antonio Do Fontoura;78663-000;66 35081001;23457670000137;135984190;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5266735;Carlos Goncalves Freitas ME;Av P Xanxere 120;MT;Terra Nova Do Norte;5 Agricola;78505-000;66 35341101;19725131000164;135310610;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5267193;Fatima Spanemberg;Rua Novo Horizonte 636;MT;Sinop;Jardim Novo Horizonte;78553-454;66 996424297;23935971000129;136083234;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5267194;Idoi Lorenco De Lima;Rua Roma 211;MT;Sinop;Jardim Italia II;78555-368;66 996390682;24569000000175;136240038;5534708;L6 BRNC BK CO Agil Trd e Cnv
5269276;Diogo Lampugnani ME;Av Mato Grosso 2876, S;MT;Lucas Do Rio Verde;Jd Primaveras;78455-000;65 35491241;25993589000105;136454593;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5271142;V A Toniazzo;Rod Br 163 SN, KM 1185,5;PA;Itaituba;Moraes De Almeida;68189-000;93 35281865;4528744000134;152195106;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5271144;Luciane Giglio;Av dos Jambos SN, St 3 Lt 16;MT;Juina;ST Modulo 3;78320-000;66 35661424;3268846000103;131891359;5534716;L6 BRNC BK CO Agil Trd e Dms
5271171;Rai B Rauber Comercio ME;Av Das Itaubas 1922;MT;Sinop;Jardim Botanico;78556-090;66 996029537;26160022000102;136496954;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5271223;Klauck & Klauck Ltda ME;R Sao Jose 59;MT;Primavera Do Leste;Sao Cristovao;78850-000;66 34986293;26186555000163;136500196;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5271227;Restaurante O Estradeiro Ltda;Rua Sao Paulo 1470;MT;Primavera Do Leste;Parque Industrial;78850-000;65 36670638;15593743000513;134720652;5534716;L6 BRNC BK CO Agil Trd e Dms
5271250;Alan Patrik Cassiano ME;R Do Pintado 95;MT;Sinop;Cd Residencial Camping Club;78551-209;66 35351327;14580257000174;134406230;5534708;L6 BRNC BK CO Agil Trd e Cnv
5271253;Francilar Variedades Ltda ME;Rod BR 163 SN, Km 1185;PA;Itaituba;Moraes De Almeida;68189-000;93 35281181;18579337000160;154184209;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5271254;M D Mendes ME;R Caminho Do Sol 844;MT;Sorriso;Rota Do Sol;78890-000;66 35444359;21811183000103;135682673;5534708;L6 BRNC BK CO Agil Trd e Cnv
5272655;Angelica Souza De Aquino;Av 10 De janeiro SN, Sala B;MT;Aripuana;Conselvan;78325-000;66 36031325;24306108000175;136170730;5534716;L6 BRNC BK CO Agil Trd e Dms
5274639;Herbert Lazaro Rocha;Rua Altamira 840;PA;Novo Progresso;Bela Vista;68193-000;93 81206709;23999415000116;155119770;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5274648;Mercado Da Farinha EIRELI ME;Rod Transgarimpeira SN, Km 20;PA;Itaituba;Jardim do Ouro;68189-000;93 35175082;25401046000143;155337939;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
